Jurisdiction,Value,Race/ ethnicity,Year,Measure
Montgomery,,Hispanic,2016-2018,Drug-Induced Death Rate
Prince George's,,Hispanic,2016-2018,Drug-Induced Death Rate
Queen Anne's,,Hispanic,2016-2018,Drug-Induced Death Rate
Saint Mary's,,Hispanic,2016-2018,Drug-Induced Death Rate
Somerset,,Hispanic,2016-2018,Drug-Induced Death Rate
Talbot,,Hispanic,2016-2018,Drug-Induced Death Rate
Washington,,Hispanic,2016-2018,Drug-Induced Death Rate
Wicomico,,Hispanic,2016-2018,Drug-Induced Death Rate
Worcester,,Hispanic,2016-2018,Drug-Induced Death Rate
State,35.9,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Allegany,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Anne Arundel,28.1,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Baltimore City,97.4,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Baltimore County,37.2,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Calvert,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Caroline,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Carroll,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Cecil,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
State,8.7,Hispanic,2016-2018,Drug-Induced Death Rate
Allegany,,Hispanic,2016-2018,Drug-Induced Death Rate
Anne Arundel,,Hispanic,2016-2018,Drug-Induced Death Rate
Baltimore City,,Hispanic,2016-2018,Drug-Induced Death Rate
Baltimore County,,Hispanic,2016-2018,Drug-Induced Death Rate
Calvert,,Hispanic,2016-2018,Drug-Induced Death Rate
Caroline,,Hispanic,2016-2018,Drug-Induced Death Rate
Carroll,,Hispanic,2016-2018,Drug-Induced Death Rate
Cecil,,Hispanic,2016-2018,Drug-Induced Death Rate
Charles,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Dorchester,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Frederick,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Garrett,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Harford,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Howard,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Kent,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Montgomery,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Prince George's,14.4,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Queen Anne's,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Saint Mary's,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Somerset,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Talbot,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Washington,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Wicomico,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Worcester,,Black or African American Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
State,36.4,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Allegany,61.6,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Anne Arundel,42.4,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Baltimore City,94.1,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Baltimore County,51.4,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Calvert,45.1,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Caroline,,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Carroll,44.4,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Cecil,63.7,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Charles,28.4,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Dorchester,,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Frederick,37.2,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Garrett,,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Harford,42.8,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Howard,17.3,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Kent,,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Baltimore County,70.1,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Calvert,51.0,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Caroline,,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Carroll,47.2,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Cecil,68.5,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Charles,52.8,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Dorchester,,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Frederick,44.4,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Garrett,,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Harford,48.8,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Howard,25.2,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Kent,,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Montgomery,18.9,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Prince George's,39.6,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Queen Anne's,,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Saint Mary's,32.8,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Somerset,,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Talbot,,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Washington,51.2,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Wicomico,50.1,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Worcester,,White Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Montgomery,11.2,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Prince George's,15.0,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Queen Anne's,,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Saint Mary's,28.8,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Somerset,,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Talbot,,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Washington,47.5,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Wicomico,39.3,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
Worcester,,All races/ ethnicities (aggregated),2016-2018,Drug-Induced Death Rate
State,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Allegany,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Anne Arundel,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Baltimore City,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Baltimore County,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Calvert,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Caroline,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Carroll,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Cecil,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Charles,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Dorchester,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Frederick,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Garrett,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Harford,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Howard,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Kent,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Montgomery,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Prince George's,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Queen Anne's,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Saint Mary's,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Somerset,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Talbot,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Washington,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Wicomico,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
Worcester,,American Indian/Alaska Native Non-Hispanic/Latino,2016-2018,Drug-Induced Death Rate
State,4.5,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Allegany,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Anne Arundel,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Baltimore City,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Baltimore County,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Calvert,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Caroline,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Carroll,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Cecil,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Charles,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Dorchester,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Frederick,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Garrett,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Harford,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Howard,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Kent,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Montgomery,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Prince George's,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Queen Anne's,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Saint Mary's,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Somerset,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Talbot,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Washington,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Wicomico,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Worcester,,Asian/Pacific Islander Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
State,49.2,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Allegany,55.7,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Anne Arundel,55.6,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Baltimore City,100.2,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Baltimore County,70.0,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Calvert,51.8,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Caroline,,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Carroll,49.5,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Cecil,77.0,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Charles,52.9,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Dorchester,,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Frederick,38.9,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Garrett,,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Harford,51.4,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Howard,22.1,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Kent,,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Montgomery,20.2,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Prince George's,36.3,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Queen Anne's,,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Saint Mary's,35.4,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Somerset,,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Talbot,,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Washington,59.4,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Wicomico,47.3,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Worcester,,White Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
State,9.5,Hispanic,2017-2019,Drug-Induced Death Rate
Allegany,,Hispanic,2017-2019,Drug-Induced Death Rate
Anne Arundel,,Hispanic,2017-2019,Drug-Induced Death Rate
Baltimore City,,Hispanic,2017-2019,Drug-Induced Death Rate
Baltimore County,,Hispanic,2017-2019,Drug-Induced Death Rate
Calvert,,Hispanic,2017-2019,Drug-Induced Death Rate
Caroline,,Hispanic,2017-2019,Drug-Induced Death Rate
Carroll,,Hispanic,2017-2019,Drug-Induced Death Rate
Cecil,,Hispanic,2017-2019,Drug-Induced Death Rate
Charles,,Hispanic,2017-2019,Drug-Induced Death Rate
Dorchester,,Hispanic,2017-2019,Drug-Induced Death Rate
Frederick,,Hispanic,2017-2019,Drug-Induced Death Rate
Garrett,,Hispanic,2017-2019,Drug-Induced Death Rate
Harford,,Hispanic,2017-2019,Drug-Induced Death Rate
Howard,,Hispanic,2017-2019,Drug-Induced Death Rate
Kent,,Hispanic,2017-2019,Drug-Induced Death Rate
Montgomery,,Hispanic,2017-2019,Drug-Induced Death Rate
Prince George's,,Hispanic,2017-2019,Drug-Induced Death Rate
Queen Anne's,,Hispanic,2017-2019,Drug-Induced Death Rate
Saint Mary's,,Hispanic,2017-2019,Drug-Induced Death Rate
Somerset,,Hispanic,2017-2019,Drug-Induced Death Rate
Talbot,,Hispanic,2017-2019,Drug-Induced Death Rate
Washington,,Hispanic,2017-2019,Drug-Induced Death Rate
Wicomico,,Hispanic,2017-2019,Drug-Induced Death Rate
Worcester,,Hispanic,2017-2019,Drug-Induced Death Rate
State,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Allegany,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Anne Arundel,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Baltimore City,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Baltimore County,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Calvert,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Caroline,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Carroll,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Cecil,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Charles,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Dorchester,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Frederick,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Garrett,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Harford,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Howard,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Kent,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Montgomery,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Prince George's,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Queen Anne's,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Saint Mary's,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Somerset,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Talbot,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Washington,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Wicomico,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Worcester,,American Indian/Alaska Native Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
State,40.7,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Allegany,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Anne Arundel,34.7,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Baltimore City,113.4,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Baltimore County,38.0,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Calvert,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Caroline,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Carroll,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Cecil,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Charles,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Dorchester,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Frederick,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Garrett,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Harford,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Howard,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Kent,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Montgomery,10.8,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Prince George's,16.4,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Queen Anne's,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Saint Mary's,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Somerset,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Talbot,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Washington,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Wicomico,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
Worcester,,Black or African American Non-Hispanic/Latino,2017-2019,Drug-Induced Death Rate
State,38.3,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Allegany,49.6,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Anne Arundel,44.9,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Baltimore City,105.2,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Baltimore County,51.4,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Calvert,46.1,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Caroline,,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Carroll,46.1,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Cecil,72.5,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Charles,27.5,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Dorchester,,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Frederick,32.4,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Garrett,,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Harford,45.1,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Howard,16.6,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Kent,,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Montgomery,12.1,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Prince George's,16.3,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Queen Anne's,,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Saint Mary's,31.9,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Somerset,,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Talbot,,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Washington,54.2,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Wicomico,37.6,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
Worcester,,All races/ ethnicities (aggregated),2017-2019,Drug-Induced Death Rate
State,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Allegany,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Anne Arundel,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Baltimore City,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Baltimore County,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Calvert,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Caroline,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Carroll,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Cecil,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Charles,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Dorchester,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Frederick,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Garrett,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Harford,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Howard,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Kent,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Montgomery,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Prince George's,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Queen Anne's,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Saint Mary's,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Somerset,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Talbot,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Washington,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Wicomico,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Worcester,,American Indian/Alaska Native Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
State,4.9,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Allegany,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Anne Arundel,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Baltimore City,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Baltimore County,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Calvert,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Caroline,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Carroll,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Cecil,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Charles,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Dorchester,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Frederick,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Garrett,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Harford,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Howard,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Kent,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Montgomery,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Prince George's,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Queen Anne's,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Saint Mary's,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Somerset,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Talbot,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Washington,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Wicomico,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Worcester,,Asian/Pacific Islander Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
State,12.2,Hispanic,2018-2020,Drug-Induced Death Rate
Allegany,,Hispanic,2018-2020,Drug-Induced Death Rate
Anne Arundel,,Hispanic,2018-2020,Drug-Induced Death Rate
Baltimore City,,Hispanic,2018-2020,Drug-Induced Death Rate
Baltimore County,,Hispanic,2018-2020,Drug-Induced Death Rate
Calvert,,Hispanic,2018-2020,Drug-Induced Death Rate
